"","units","context","element","taxonid","symmetry","taxongroup","elementtype","variablename","ecologicalgroup","samples","sites"
"3670","NISP",NA,"valve",38778,NA,"Diatoms","valve","Encyonopsis sp. 1 NE Lakes","DIAT",3,3
"3671","NISP",NA,"valve",38779,NA,"Diatoms","valve","Encyonopsis sp. 2 NE Lakes","DIAT",3,3
"3672","NISP",NA,"valve",38780,NA,"Diatoms","valve","Encyonpsis sp. 1 NE Lakes","DIAT",1,1
"3673","NISP",NA,"valve",38781,NA,"Diatoms","valve","Eolimna sp. 1 NE Lakes","DIAT",39,37
"3674","NISP",NA,"valve",38782,NA,"Diatoms","valve","Eolimna sp. 2 NE Lakes","DIAT",1,1
"3675","NISP",NA,"valve",38783,NA,"Diatoms","valve","Epithemia sp. 2 NE Lakes","DIAT",2,2
"3676","NISP",NA,"valve",38784,NA,"Diatoms","valve","Eucocconeis sp. 1 NE Lakes","DIAT",3,3
"3677","NISP",NA,"valve",38785,NA,"Diatoms","valve","Eucocconeis sp. 2 NE Lakes","DIAT",2,2
"3678","NISP",NA,"valve",38786,NA,"Diatoms","valve","Eunotia sp. 1 NE Lakes","DIAT",7,7
"3679","NISP",NA,"valve",38787,NA,"Diatoms","valve","Eunotia sp. 10 NE Lakes","DIAT",7,7
"3680","NISP",NA,"valve",38788,NA,"Diatoms","valve","Eunotia sp. 11 NE Lakes","DIAT",11,11
"3681","NISP",NA,"valve",38789,NA,"Diatoms","valve","Eunotia sp. 13 NE Lakes","DIAT",18,18
"3682","NISP",NA,"valve",38790,NA,"Diatoms","valve","Eunotia sp. 2 NE Lakes","DIAT",3,3
"3683","NISP",NA,"valve",38791,NA,"Diatoms","valve","Eunotia sp. 3 NE Lakes","DIAT",3,3
"3684","NISP",NA,"valve",38792,NA,"Diatoms","valve","Eunotia sp. 4 NE Lakes","DIAT",1,1
"3685","NISP",NA,"valve",38793,NA,"Diatoms","valve","Eunotia sp. 5 NE Lakes","DIAT",13,13
"3686","NISP",NA,"valve",38794,NA,"Diatoms","valve","Eunotia sp. 7 NE Lakes","DIAT",1,1
"3687","NISP",NA,"valve",38795,NA,"Diatoms","valve","Eunotia sp. 8 NE Lakes","DIAT",14,14
"3688","NISP",NA,"valve",38796,NA,"Diatoms","valve","Eunotia sp. 9 NE Lakes","DIAT",2,2
"3689","NISP",NA,"valve",38797,NA,"Diatoms","valve","Fragilaria sp. 1 NE Lakes","DIAT",12,12
"3690","NISP",NA,"valve",38798,NA,"Diatoms","valve","Fragilaria sp. 3 NE Lakes","DIAT",2,2
"3691","NISP",NA,"valve",38799,NA,"Diatoms","valve","Fragilaria sp. 4 NE Lakes","DIAT",8,7
"3692","NISP",NA,"valve",38800,NA,"Diatoms","valve","Fragilariforma sp. 1 NE Lakes","DIAT",11,11
"3693","NISP",NA,"valve",38801,NA,"Diatoms","valve","Fragilariforma sp. 2 NE Lakes","DIAT",11,11
"3694","NISP",NA,"valve",38802,NA,"Diatoms","valve","Fragilariforma sp. 3 NE Lakes","DIAT",2,2
"3695","NISP",NA,"valve",38803,NA,"Diatoms","valve","Fragilariforma sp. 4 NE Lakes","DIAT",13,13
"3696","NISP",NA,"valve",38804,NA,"Diatoms","valve","Frustulia sp. 1 NE Lakes","DIAT",35,35
"3697","NISP",NA,"valve",38805,NA,"Diatoms","valve","Frustulia sp. 2 NE Lakes","DIAT",1,1
"3698","NISP",NA,"valve",38806,NA,"Diatoms","valve","Frustulia sp. 3 NE Lakes","DIAT",1,1
"3699","NISP",NA,"valve",38807,NA,"Diatoms","valve","Geissleria sp. 1 NE Lakes","DIAT",1,1
"3700","NISP",NA,"valve",38808,NA,"Diatoms","valve","Geissleria sp. 3 NE Lakes","DIAT",1,1
"3701","NISP",NA,"valve",38809,NA,"Diatoms","valve","Gomphonema sp. 1 NE Lakes","DIAT",2,2
"3702","NISP",NA,"valve",38810,NA,"Diatoms","valve","Gomphonema sp. 12 NE Lakes","DIAT",1,1
"3703","NISP",NA,"valve",38811,NA,"Diatoms","valve","Gomphonema sp. 13 NE Lakes","DIAT",1,1
"3704","NISP",NA,"valve",38812,NA,"Diatoms","valve","Gomphonema sp. 15 NE Lakes","DIAT",1,1
"3705","NISP",NA,"valve",38813,NA,"Diatoms","valve","Gomphonema sp. 16 NE Lakes","DIAT",8,8
"3706","NISP",NA,"valve",38814,NA,"Diatoms","valve","Gomphonema sp. 18 NE Lakes","DIAT",1,1
"3707","NISP",NA,"valve",38815,NA,"Diatoms","valve","Gomphonema sp. 20 NE Lakes","DIAT",1,1
"3708","NISP",NA,"valve",38816,NA,"Diatoms","valve","Gomphonema sp. 22 NE Lakes","DIAT",4,4
"3709","NISP",NA,"valve",38817,NA,"Diatoms","valve","Gomphonema sp. 23 NE Lakes","DIAT",1,1
"3710","NISP",NA,"valve",38818,NA,"Diatoms","valve","Gomphonema sp. 24 NE Lakes","DIAT",1,1
"3711","NISP",NA,"valve",38819,NA,"Diatoms","valve","Gomphonema sp. 26 NE Lakes","DIAT",1,1
"3712","NISP",NA,"valve",38820,NA,"Diatoms","valve","Gomphonema sp. 3 NE Lakes","DIAT",1,1
"3713","NISP",NA,"valve",38821,NA,"Diatoms","valve","Gomphonema sp. 6 NE Lakes","DIAT",4,4
"3714","NISP",NA,"valve",38822,NA,"Diatoms","valve","Gomphonema sp. 7 NE Lakes","DIAT",2,2
"3715","NISP",NA,"valve",38823,NA,"Diatoms","valve","Gomphonema sp. 8 NE Lakes","DIAT",6,6
"3716","NISP",NA,"valve",38824,NA,"Diatoms","valve","Hantzschia sp. 2 NE Lakes","DIAT",1,1
"3717","NISP",NA,"valve",38825,NA,"Diatoms","valve","Humidophila sp. 1 NE Lakes","DIAT",21,21
"3718","NISP",NA,"valve",38826,NA,"Diatoms","valve","Navicula sp. 1 NE Lakes","DIAT",11,11
"3719","NISP",NA,"valve",38827,NA,"Diatoms","valve","Navicula sp. 2 NE Lakes","DIAT",35,32
"3720","NISP",NA,"valve",38828,NA,"Diatoms","valve","Navicula sp. 4 NE Lakes","DIAT",3,3
"3721","NISP",NA,"valve",38829,NA,"Diatoms","valve","Navicula sp. 5 NE Lakes","DIAT",2,2
"3722","NISP",NA,"valve",38830,NA,"Diatoms","valve","Navicula sp. 6 NE Lakes","DIAT",3,3
"3723","NISP",NA,"valve",38831,NA,"Diatoms","valve","Navicula sp. 7 NE Lakes","DIAT",6,6
"3724","NISP",NA,"valve",38832,NA,"Diatoms","valve","Navicula sp. 8 NE Lakes","DIAT",3,3
"3725","NISP",NA,"valve",38833,NA,"Diatoms","valve","Navicula sp. 9 NE Lakes","DIAT",1,1
"3726","NISP",NA,"valve",38834,NA,"Diatoms","valve","Neidiopsis sp. 1 NE Lakes","DIAT",3,3
"3727","NISP",NA,"valve",38835,NA,"Diatoms","valve","Neidium hercynicum/Neidium sp. 4 NE Lakes","DIAT",9,9
"3728","NISP",NA,"valve",38836,NA,"Diatoms","valve","Neidium sp. 1 NE Lakes","DIAT",6,6
"3729","NISP",NA,"valve",38837,NA,"Diatoms","valve","Neidium sp. 10 NE Lakes","DIAT",2,2
"3730","NISP",NA,"valve",38838,NA,"Diatoms","valve","Neidium sp. 12 NE Lakes","DIAT",2,2
"3731","NISP",NA,"valve",38839,NA,"Diatoms","valve","Neidium sp. 13 NE Lakes","DIAT",1,1
"3732","NISP",NA,"valve",38840,NA,"Diatoms","valve","Neidium sp. 14 NE Lakes","DIAT",30,30
"3733","NISP",NA,"valve",38841,NA,"Diatoms","valve","Neidium sp. 2 NE Lakes","DIAT",1,1
"3734","NISP",NA,"valve",38842,NA,"Diatoms","valve","Neidium sp. 6 NE Lakes","DIAT",5,5
"3735","NISP",NA,"valve",38843,NA,"Diatoms","valve","Neidium sp. 7 NE Lakes","DIAT",1,1
"3736","NISP",NA,"valve",38844,NA,"Diatoms","valve","Fragilariforma constricta/Fragilariforma sp. 1 NE Lakes","DIAT",11,11
"3737","NISP",NA,"valve",38845,NA,"Diatoms","valve","Nitzschia sp. 1 NE Lakes","DIAT",12,12
"3738","NISP",NA,"valve",38846,NA,"Diatoms","valve","Nitzschia sp. 2 NE Lakes","DIAT",2,2
"3739","NISP",NA,"valve",38847,NA,"Diatoms","valve","Nitzschia sp. 3 NE Lakes","DIAT",1,1
"3740","NISP",NA,"valve",38848,NA,"Diatoms","valve","Nupela sp. 1 NE Lakes","DIAT",5,5
"3741","NISP",NA,"valve",38849,NA,"Diatoms","valve","Nupela sp. 2 NE Lakes","DIAT",1,1
"3742","NISP",NA,"valve",38850,NA,"Diatoms","valve","Nupela sp. 3 NE Lakes","DIAT",3,3
"3743","NISP",NA,"valve",38851,NA,"Diatoms","valve","Nupela sp. 4 NE Lakes","DIAT",1,1
"3744","NISP",NA,"valve",38852,NA,"Diatoms","valve","Orthoseira sp. 1 NE Lakes","DIAT",1,1
"3745","NISP",NA,"valve",38853,NA,"Diatoms","valve","Pinnularia sp. 1 NE Lakes","DIAT",1,1
"3746","NISP",NA,"valve",38854,NA,"Diatoms","valve","Pinnularia sp. 10 NE Lakes","DIAT",4,4
"3747","NISP",NA,"valve",38855,NA,"Diatoms","valve","Pinnularia sp. 11 NE Lakes","DIAT",1,1
"3748","NISP",NA,"valve",38856,NA,"Diatoms","valve","Pinnularia sp. 19 NE Lakes","DIAT",2,2
"3749","NISP",NA,"valve",38857,NA,"Diatoms","valve","Pinnularia sp. 21 NE Lakes","DIAT",1,1
"3750","NISP",NA,"valve",38858,NA,"Diatoms","valve","Pinnularia sp. 22 NE Lakes","DIAT",1,1
"3751","NISP",NA,"valve",38859,NA,"Diatoms","valve","Pinnularia sp. 23 NE Lakes","DIAT",15,15
"3752","NISP",NA,"valve",38860,NA,"Diatoms","valve","Pinnularia sp. 24 NE Lakes","DIAT",1,1
"3753","NISP",NA,"valve",38861,NA,"Diatoms","valve","Pinnularia sp. 25 NE Lakes","DIAT",3,3
"3754","NISP",NA,"valve",38862,NA,"Diatoms","valve","Pinnularia sp. 26 NE Lakes","DIAT",2,2
"3755","NISP",NA,"valve",38863,NA,"Diatoms","valve","Pinnularia sp. 27 NE Lakes","DIAT",1,1
"3756","NISP",NA,"valve",38864,NA,"Diatoms","valve","Pinnularia sp. 28 NE Lakes","DIAT",2,2
"3757","NISP",NA,"valve",38865,NA,"Diatoms","valve","Pinnularia sp. 29 NE Lakes","DIAT",1,1
"3758","NISP",NA,"valve",38866,NA,"Diatoms","valve","Pinnularia sp. 30 NE Lakes","DIAT",1,1
"3759","NISP",NA,"valve",38867,NA,"Diatoms","valve","Pinnularia sp. 31 NE Lakes","DIAT",1,1
"3760","NISP",NA,"valve",38868,NA,"Diatoms","valve","Pinnularia sp. 32 NE Lakes","DIAT",1,1
"3761","NISP",NA,"valve",38869,NA,"Diatoms","valve","Pinnularia sp. 33 NE Lakes","DIAT",2,2
"3762","NISP",NA,"valve",38870,NA,"Diatoms","valve","Pinnularia sp. 34 NE Lakes","DIAT",1,1
"3763","NISP",NA,"valve",38871,NA,"Diatoms","valve","Pinnularia sp. 35 NE Lakes","DIAT",3,3
"3764","NISP",NA,"valve",38872,NA,"Diatoms","valve","Pinnularia sp. 36 NE Lakes","DIAT",1,1
"3765","NISP",NA,"valve",38873,NA,"Diatoms","valve","Pinnularia sp. 37 NE Lakes","DIAT",11,11
"3766","NISP",NA,"valve",38874,NA,"Diatoms","valve","Pinnularia sp. 38 NE Lakes","DIAT",2,2
"3767","NISP",NA,"valve",38875,NA,"Diatoms","valve","Pinnularia sp. 39 NE Lakes","DIAT",4,4
"3768","NISP",NA,"valve",38876,NA,"Diatoms","valve","Pinnularia sp. 40 NE Lakes","DIAT",13,13
"3769","NISP",NA,"valve",38877,NA,"Diatoms","valve","Pinnularia sp. 41 NE Lakes","DIAT",1,1
"3770","NISP",NA,"valve",38878,NA,"Diatoms","valve","Pinnularia sp. 42 NE Lakes","DIAT",11,11
"3771","NISP",NA,"valve",38879,NA,"Diatoms","valve","Pinnularia sp. 46 NE Lakes","DIAT",6,6
"3772","NISP",NA,"valve",38880,NA,"Diatoms","valve","Pinnularia sp. 47 NE Lakes","DIAT",5,5
"3773","NISP",NA,"valve",38881,NA,"Diatoms","valve","Pinnularia sp. 48 NE Lakes","DIAT",4,4
"3774","NISP",NA,"valve",38882,NA,"Diatoms","valve","Pinnularia sp. 49 NE Lakes","DIAT",6,6
"3775","NISP",NA,"valve",38883,NA,"Diatoms","valve","Pinnularia sp. 5 NE Lakes","DIAT",1,1
"3776","NISP",NA,"valve",38884,NA,"Diatoms","valve","Pinnularia sp. 50 NE Lakes","DIAT",6,6
"3777","NISP",NA,"valve",38885,NA,"Diatoms","valve","Pinnularia sp. 51 NE Lakes","DIAT",5,5
"3778","NISP",NA,"valve",38886,NA,"Diatoms","valve","Pinnularia sp. 52 NE Lakes","DIAT",1,1
"3779","NISP",NA,"valve",38887,NA,"Diatoms","valve","Pinnularia sp. 53 NE Lakes","DIAT",6,6
"3780","NISP",NA,"valve",38888,NA,"Diatoms","valve","Pinnularia sp. 54 NE Lakes","DIAT",3,3
"3781","NISP",NA,"valve",38889,NA,"Diatoms","valve","Pinnularia sp. 55 NE Lakes","DIAT",4,4
"3782","NISP",NA,"valve",38890,NA,"Diatoms","valve","Pinnularia sp. 56 NE Lakes","DIAT",4,4
"3783","NISP",NA,"valve",38891,NA,"Diatoms","valve","Pinnularia sp. 6 NE Lakes","DIAT",7,7
"3784","NISP",NA,"valve",38892,NA,"Diatoms","valve","Pinnularia sp. 60 NE Lakes/Pinnularia sp. 61 NE Lakes","DIAT",35,35
"3785","NISP",NA,"valve",38893,NA,"Diatoms","valve","Pinnularia sp. 7 NE Lakes","DIAT",6,6
"3786","NISP",NA,"valve",38894,NA,"Diatoms","valve","Pinnularia sp. 8 NE Lakes","DIAT",10,10
"3787","NISP",NA,"valve",38895,NA,"Diatoms","valve","Pinnularia sp. 9 NE Lakes","DIAT",4,4
"3788","NISP",NA,"valve",38896,NA,"Diatoms","valve","Placoneis sp. 1 NE Lakes/Placoneis sp. 9 NE Lakes","DIAT",1,1
"3789","NISP",NA,"valve",38897,NA,"Diatoms","valve","Placoneis sp. 2 NE Lakes","DIAT",1,1
"3790","NISP",NA,"valve",38898,NA,"Diatoms","valve","Placoneis sp. 4 NE Lakes","DIAT",4,4
"3791","NISP",NA,"valve",38899,NA,"Diatoms","valve","Planothidium sp. 1 NE Lakes","DIAT",1,1
"3792","NISP",NA,"valve",38900,NA,"Diatoms","valve","Platessa sp. 1 NE Lakes","DIAT",2,2
"3793","NISP",NA,"valve",38901,NA,"Diatoms","valve","Platessa sp. 2 NE Lakes","DIAT",1,1
"3794","NISP",NA,"valve",38902,NA,"Diatoms","valve","Pseudostaurosira brevistriata/Pseudostaurosira sp. 1 NE Lakes","DIAT",65,63
"3795","NISP",NA,"valve",38903,NA,"Diatoms","valve","Pseudostaurosira sp. 2 NE Lakes","DIAT",31,31
"3796","NISP",NA,"valve",38904,NA,"Diatoms","valve","Pseudostaurosira sp. 3 NE Lakes","DIAT",1,1
"3797","NISP",NA,"valve",38905,NA,"Diatoms","valve","Sellaphora sp. 1 NE Lakes","DIAT",2,2
"3798","NISP",NA,"valve",38906,NA,"Diatoms","valve","Sellaphora sp. 10 NE Lakes","DIAT",1,1
"3799","NISP",NA,"valve",38907,NA,"Diatoms","valve","Sellaphora sp. 11 NE Lakes","DIAT",7,7
"3800","NISP",NA,"valve",38908,NA,"Diatoms","valve","Sellaphora sp. 12 NE Lakes","DIAT",1,1
"3801","NISP",NA,"valve",38909,NA,"Diatoms","valve","Sellaphora sp. 13 NE Lakes","DIAT",1,1
"3802","NISP",NA,"valve",38910,NA,"Diatoms","valve","Sellaphora sp. 14 NE Lakes","DIAT",2,2
"3803","NISP",NA,"valve",38911,NA,"Diatoms","valve","Sellaphora sp. 15 NE Lakes","DIAT",4,4
"3804","NISP",NA,"valve",38912,NA,"Diatoms","valve","Sellaphora sp. 16 NE Lakes","DIAT",2,2
"3805","NISP",NA,"valve",38913,NA,"Diatoms","valve","Sellaphora sp. 18 NE Lakes","DIAT",1,1
"3806","NISP",NA,"valve",38914,NA,"Diatoms","valve","Sellaphora sp. 19 NE Lakes","DIAT",3,3
"3807","NISP",NA,"valve",38915,NA,"Diatoms","valve","Sellaphora sp. 2 NE Lakes","DIAT",6,6
"3808","NISP",NA,"valve",38916,NA,"Diatoms","valve","Sellaphora sp. 20 NE Lakes","DIAT",7,7
"3809","NISP",NA,"valve",38917,NA,"Diatoms","valve","Sellaphora sp. 21 NE Lakes","DIAT",1,1
"3810","NISP",NA,"valve",38918,NA,"Diatoms","valve","Sellaphora sp. 23 NE Lakes","DIAT",2,2
"3811","NISP",NA,"valve",38919,NA,"Diatoms","valve","Sellaphora sp. 25 NE Lakes","DIAT",9,8
"3812","NISP",NA,"valve",38920,NA,"Diatoms","valve","Sellaphora sp. 26 NE Lakes","DIAT",1,1
"3813","NISP",NA,"valve",38921,NA,"Diatoms","valve","Sellaphora sp. 27 NE Lakes","DIAT",1,1
"3814","NISP",NA,"valve",38922,NA,"Diatoms","valve","Sellaphora sp. 28 NE Lakes","DIAT",1,1
"3815","NISP",NA,"valve",38923,NA,"Diatoms","valve","Sellaphora sp. 29 NE Lakes","DIAT",1,1
"3816","NISP",NA,"valve",38924,NA,"Diatoms","valve","Sellaphora sp. 3 NE Lakes","DIAT",14,14
"3817","NISP",NA,"valve",38927,NA,"Diatoms","valve","Sellaphora sp. 30 NE Lakes","DIAT",3,3
"3818","NISP",NA,"valve",38928,NA,"Diatoms","valve","Sellaphora sp. 31 NE Lakes","DIAT",1,1
"3819","NISP",NA,"valve",38929,NA,"Diatoms","valve","Sellaphora sp. 32 NE Lakes","DIAT",2,2
"3820","NISP",NA,"valve",38930,NA,"Diatoms","valve","Sellaphora sp. 33 NE Lakes","DIAT",1,1
"3821","NISP",NA,"valve",38931,NA,"Diatoms","valve","Sellaphora sp. 34 NE Lakes","DIAT",1,1
"3822","NISP",NA,"valve",38932,NA,"Diatoms","valve","Sellaphora sp. 35 NE Lakes","DIAT",1,1
"3823","NISP",NA,"valve",38933,NA,"Diatoms","valve","Sellaphora sp. 37 NE Lakes","DIAT",1,1
"3824","NISP",NA,"valve",38934,NA,"Diatoms","valve","Sellaphora sp. 38 NE Lakes","DIAT",3,3
"3825","NISP",NA,"valve",38935,NA,"Diatoms","valve","Sellaphora sp. 39 NE Lakes","DIAT",2,2
"3826","NISP",NA,"valve",38936,NA,"Diatoms","valve","Sellaphora sp. 4 NE Lakes","DIAT",11,11
"3827","NISP",NA,"valve",38937,NA,"Diatoms","valve","Sellaphora sp. 40 NE Lakes","DIAT",9,9
"3828","NISP",NA,"valve",38938,NA,"Diatoms","valve","Sellaphora sp. 5 NE Lakes","DIAT",9,9
"3829","NISP",NA,"valve",38939,NA,"Diatoms","valve","Sellaphora sp. 6 NE Lakes","DIAT",5,5
"3830","NISP",NA,"valve",38940,NA,"Diatoms","valve","Sellaphora sp. 7 NE Lakes","DIAT",10,10
"3831","NISP",NA,"valve",38941,NA,"Diatoms","valve","Sellaphora sp. 8 NE Lakes","DIAT",5,5
"3832","NISP",NA,"valve",38942,NA,"Diatoms","valve","Stauroneis sp. 1 NE Lakes","DIAT",3,3
"3833","NISP",NA,"valve",38943,NA,"Diatoms","valve","Stauroneis sp. 3 NE Lakes","DIAT",1,1
"3834","NISP",NA,"valve",38944,NA,"Diatoms","valve","Stauroneis sp. 6 NE Lakes","DIAT",4,4
"3835","NISP",NA,"valve",38945,NA,"Diatoms","valve","Staurophora sp. 1 NE Lakes","DIAT",1,1
"3836","NISP",NA,"valve",38946,NA,"Diatoms","valve","Staurophora sp. 2 NE Lakes","DIAT",3,3
"3837","NISP",NA,"valve",38947,NA,"Diatoms","valve","Staurosira sp. 1 NE Lakes","DIAT",5,5
"3838","NISP",NA,"valve",38948,NA,"Diatoms","valve","Staurosira sp. 2 NE Lakes","DIAT",62,60
"3839","NISP",NA,"valve",38949,NA,"Diatoms","valve","Staurosira sp. 3 NE Lakes","DIAT",5,5
"3840","NISP",NA,"valve",38950,NA,"Diatoms","valve","Staurosira sp. 4 NE Lakes","DIAT",2,2
"3841","NISP",NA,"valve",38951,NA,"Diatoms","valve","Staurosira sp. 5 NE Lakes","DIAT",14,14
"3842","NISP",NA,"valve",38952,NA,"Diatoms","valve","Staurosira sp. 6 NE Lakes","DIAT",20,20
"3843","NISP",NA,"valve",38953,NA,"Diatoms","valve","Staurosira sp. 7 NE Lakes","DIAT",7,7
"3844","NISP",NA,"valve",38954,NA,"Diatoms","valve","Staurosirella sp. 1 NE Lakes","DIAT",44,43
"3845","NISP",NA,"valve",38955,NA,"Diatoms","valve","Staurosirella sp. 2 NE Lakes","DIAT",67,66
"3846","NISP",NA,"valve",38956,NA,"Diatoms","valve","Staurosirella sp. 3 NE Lakes","DIAT",1,1
"3847","NISP",NA,"valve",38957,NA,"Diatoms","valve","Staurosirella sp. 4 NE Lakes","DIAT",7,7
"3848","NISP",NA,"valve",38958,NA,"Diatoms","valve","Stenopterobia sp. 1 NE Lakes","DIAT",2,2
"3849","NISP",NA,"valve",38959,NA,"Diatoms","valve","Stenopterobia sp. 2 NE Lakes","DIAT",1,1
"3850","NISP",NA,"valve",38960,NA,"Diatoms","valve","Stenopterobia sp. 5 NE Lakes","DIAT",1,1
"3851","NISP",NA,"valve",38961,NA,"Diatoms","valve","Stephanodiscus sp. 2 NE Lakes","DIAT",3,3
"3852","NISP",NA,"valve",38962,NA,"Diatoms","valve","Surirella sp. 1 NE Lakes","DIAT",1,1
"3853","NISP",NA,"valve",38963,NA,"Diatoms","valve","Surirella sp. 10 NE Lakes","DIAT",1,1
"3854","NISP",NA,"valve",38964,NA,"Diatoms","valve","Surirella sp. 2 NE Lakes","DIAT",1,1
"3855","NISP",NA,"valve",38965,NA,"Diatoms","valve","Surirella sp. 3 NE Lakes","DIAT",10,10
"3856","NISP",NA,"valve",38966,NA,"Diatoms","valve","Surirella sp. 6 NE Lakes","DIAT",2,2
"3857","NISP",NA,"valve",38967,NA,"Diatoms","valve","Surirella sp. 8 NE Lakes","DIAT",5,5
"3858","NISP",NA,"valve",38968,NA,"Diatoms","valve","Ulnaria sp. 1 NE Lakes","DIAT",6,6
"3859","NISP",NA,"valve",38969,NA,"Diatoms","valve","Ulnaria sp. 2 NE Lakes","DIAT",4,4
"3860","NISP",NA,"valve",38970,NA,"Diatoms","valve","Unknown sp. 1 NE Lakes","DIAT",1,1
"3861","NISP",NA,"valve",38971,NA,"Diatoms","valve","Caloneis lancettula","DIAT",4,4
"3862","NISP",NA,"valve",38972,NA,"Diatoms","valve","Cymbella blinnii","DIAT",5,5
"3863","NISP",NA,"valve",38973,NA,"Diatoms","valve","Cymbella neocistula var. islandica","DIAT",1,1
"3864","NISP",NA,"valve",38974,NA,"Diatoms","valve","Brachysira hannae","DIAT",25,25
"3865","NISP",NA,"valve",38975,NA,"Diatoms","valve","Cocconeis placentula sensu lato","DIAT",74,73
"3866","NISP",NA,"valve",38976,NA,"Diatoms","valve","Cymbella affiniformis","DIAT",1,1
"3867","NISP",NA,"valve",38977,NA,"Diatoms","valve","Cymbella compacta","DIAT",1,1
"3868","NISP",NA,"valve",38978,NA,"Diatoms","valve","Cymbopleura amphicephala","DIAT",6,6
"3869","NISP",NA,"valve",38979,NA,"Diatoms","valve","Cymbopleura apiculata","DIAT",6,6
"3870","NISP",NA,"valve",38980,NA,"Diatoms","valve","Cymbopleura fluminea","DIAT",2,2
"3871","NISP",NA,"valve",38981,NA,"Diatoms","valve","Cymbopleura incertiformis","DIAT",12,12
"3872","NISP",NA,"valve",38982,NA,"Diatoms","valve","Cymbopleura incertiformis var. laterostrata","DIAT",3,3
"3873","NISP",NA,"valve",38983,NA,"Diatoms","valve","Cymbopleura perprocera","DIAT",11,11
"3874","NISP",NA,"valve",38984,NA,"Diatoms","valve","Cymbopleura sublanceolata","DIAT",12,12
"3875","NISP",NA,"valve",38985,NA,"Diatoms","valve","Cymbopleura subrostrata","DIAT",1,1
"3876","NISP",NA,"valve",38986,NA,"Diatoms","valve","Diploneis krammeri","DIAT",12,12
"3877","NISP",NA,"valve",38987,NA,"Diatoms","valve","Encyonopsis montana","DIAT",9,9
"3878","NISP",NA,"valve",38988,NA,"Diatoms","valve","Encyonopsis neerlandica","DIAT",19,19
"3879","NISP",NA,"valve",38989,NA,"Diatoms","valve","Encyonopsis stafsholtii","DIAT",25,22
"3880","NISP",NA,"valve",38990,NA,"Diatoms","valve","Eolimna aboensis","DIAT",61,60
"3881","NISP",NA,"valve",38991,NA,"Diatoms","valve","Eucocconeis americana","DIAT",3,3
"3882","NISP",NA,"valve",38992,NA,"Diatoms","valve","Eunotia bertrandii","DIAT",3,3
"3883","NISP",NA,"valve",38993,NA,"Diatoms","valve","Eunotia arcubus","DIAT",5,5
"3884","NISP",NA,"valve",38994,NA,"Diatoms","valve","Eunotia boreoalpina","DIAT",10,10
"3885","NISP",NA,"valve",38995,NA,"Diatoms","valve","Eunotia botuliformis","DIAT",13,13
"3886","NISP",NA,"valve",38996,NA,"Diatoms","valve","Eunotia charliereimeri","DIAT",1,1
"3887","NISP",NA,"valve",38997,NA,"Diatoms","valve","Eunotia chelonia","DIAT",5,5
"3888","NISP",NA,"valve",38998,NA,"Diatoms","valve","Eunotia cisalpina","DIAT",9,9
"3889","NISP",NA,"valve",38999,NA,"Diatoms","valve","Eunotia compactarcus","DIAT",3,3
"3890","NISP",NA,"valve",39000,NA,"Diatoms","valve","Eunotia curtagrunowii","DIAT",1,1
"3891","NISP",NA,"valve",39001,NA,"Diatoms","valve","Eunotia elena","DIAT",23,22
"3892","NISP",NA,"valve",39002,NA,"Diatoms","valve","Eunotia eurycephala","DIAT",2,2
"3893","NISP",NA,"valve",39003,NA,"Diatoms","valve","Eunotia fallacoides","DIAT",2,2
"3894","NISP",NA,"valve",39004,NA,"Diatoms","valve","Eunotia islandica","DIAT",1,1
"3895","NISP",NA,"valve",39005,NA,"Diatoms","valve","Eunotia kruegeri","DIAT",4,4
"3896","NISP",NA,"valve",39006,NA,"Diatoms","valve","Eunotia kulikovskiyi","DIAT",3,3
"3897","NISP",NA,"valve",39007,NA,"Diatoms","valve","Eunotia latinasuta","DIAT",1,1
"3898","NISP",NA,"valve",39008,NA,"Diatoms","valve","Eunotia meisteroides","DIAT",30,30
"3899","NISP",NA,"valve",39009,NA,"Diatoms","valve","Eunotia metamonodon","DIAT",8,8
"3900","NISP",NA,"valve",39010,NA,"Diatoms","valve","Eunotia neofallax","DIAT",2,2
"3901","NISP",NA,"valve",39011,NA,"Diatoms","valve","Eunotia novaeangliae","DIAT",3,3
"3902","NISP",NA,"valve",39012,NA,"Diatoms","valve","Eunotia novascotica","DIAT",7,7
"3903","NISP",NA,"valve",39013,NA,"Diatoms","valve","Eunotia obtusinasuta","DIAT",7,7
"3904","NISP",NA,"valve",39014,NA,"Diatoms","valve","Eunotia pseudogroenlandica","DIAT",11,11
"3905","NISP",NA,"valve",39015,NA,"Diatoms","valve","Eunotia subherkiniensis","DIAT",2,2
"3906","NISP",NA,"valve",39016,NA,"Diatoms","valve","Eunotia varioundulata","DIAT",12,12
"3907","NISP",NA,"valve",39017,NA,"Diatoms","valve","Eunotia wiltschkorum","DIAT",11,11
"3908","NISP",NA,"valve",39018,NA,"Diatoms","valve","Fragilaria gracilis","DIAT",156,144
"3909","NISP",NA,"valve",39019,NA,"Diatoms","valve","Fragilaria pararumpens","DIAT",46,42
"3910","NISP",NA,"valve",39020,NA,"Diatoms","valve","Fragilaria pectinalis","DIAT",15,15
"3911","NISP",NA,"valve",39021,NA,"Diatoms","valve","Fragilaria perdelicatissima","DIAT",48,48
