,units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,replacement,ecologicalgroup,samples,sites
1952,NISP,NA,valve,12873,NA,Diatoms,valve,Psammodictyon constrictum,,DIAT,18,18
2028,NISP,NA,valve,13070,NA,Diatoms,valve,Psammodictyon panduriforme,,DIAT,1,1
1746,NISP,NA,valve,12510,NA,Diatoms,valve,Psammothidium abundans fo. rosenstockii,,DIAT,12,12
3378,NISP,NA,valve,39092,NA,Diatoms,valve,Psammothidium acidoclinatum,,DIAT,5,5
3379,NISP,NA,valve,39093,NA,Diatoms,valve,Psammothidium alpinum,,DIAT,1,1
1867,NISP,NA,valve,12763,NA,Diatoms,valve,Psammothidium altaicum,,DIAT,12,12
1741,NISP,NA,valve,12505,NA,Diatoms,valve,Psammothidium bioretii,,DIAT,125,82
3498,NISP,NA,valve,45446,NA,Diatoms,valve,Psammothidium cf. helveticum NLA DB,,DIAT,2,2
2941,NISP,NA,valve,36312,NA,Diatoms,valve,Psammothidium cf. marginulatum NLA DB,,DIAT,1,1
1868,NISP,NA,valve,12766,NA,Diatoms,valve,Psammothidium chlidanos,,DIAT,47,41
2101,NISP,NA,valve,13212,NA,Diatoms,valve,Psammothidium curtissimum,,DIAT,16,15
3380,NISP,NA,valve,39094,NA,Diatoms,valve,Psammothidium daonense,,DIAT,39,39
1872,NISP,NA,valve,12771,NA,Diatoms,valve,Psammothidium didymum,,DIAT,52,51
3381,NISP,NA,valve,39095,NA,Diatoms,valve,Psammothidium frigidum,,DIAT,12,12
1958,NISP,NA,valve,12884,NA,Diatoms,valve,Psammothidium grischunum,,DIAT,1,1
1742,NISP,NA,valve,12506,NA,Diatoms,valve,Psammothidium grischunum fo. daonensis,,DIAT,52,51
3382,NISP,NA,valve,39096,NA,Diatoms,valve,Psammothidium harveyi,,DIAT,1,1
1743,NISP,NA,valve,12507,NA,Diatoms,valve,Psammothidium helveticum,,DIAT,49,48
1879,NISP,NA,valve,12779,NA,Diatoms,valve,Psammothidium kuelbsii,,DIAT,1,1
1880,NISP,NA,valve,12780,NA,Diatoms,valve,Psammothidium lacus-vulcani,,DIAT,6,6
1744,NISP,NA,valve,12508,NA,Diatoms,valve,Psammothidium lauenburgianum,,DIAT,8,8
2307,NISP,NA,valve,25115,NA,Diatoms,valve,Psammothidium levanderi,,DIAT,260,118
3808,present/absent,NA,valve,25115,NA,Diatoms,valve,Psammothidium levanderi,,DIAT,1,1
1745,NISP,NA,valve,12509,NA,Diatoms,valve,Psammothidium marginulatum,,DIAT,60,53
2566,NISP,NA,valve,28137,NA,Diatoms,valve,Psammothidium rosenstockii,,DIAT,10,10
1747,NISP,NA,valve,12511,NA,Diatoms,valve,Psammothidium rossii,,DIAT,54,51
1891,NISP,NA,valve,12795,NA,Diatoms,valve,Psammothidium sacculum,,DIAT,28,28
1892,NISP,NA,valve,12796,NA,Diatoms,valve,Psammothidium scoticum,,DIAT,61,61
2468,NISP,NA,valve,27172,NA,Diatoms,valve,Psammothidium sp.,,DIAT,4,4
3568,NISP,NA,valve,45664,NA,Diatoms,valve,Psammothidium sp. 1 NLA DB,,DIAT,1,1
2490,NISP,NA,valve,27222,NA,Diatoms,valve,Psammothidium sp. 1?,,DIAT,1,1
2942,NISP,NA,valve,36313,NA,Diatoms,valve,Psammothidium spp.,,DIAT,5,5
1748,NISP,NA,valve,12512,NA,Diatoms,valve,Psammothidium subatomoides,,DIAT,258,186
1749,NISP,NA,valve,12513,NA,Diatoms,valve,Psammothidium ventralis,,DIAT,72,51
3383,NISP,NA,valve,39097,NA,Diatoms,valve,Pseudostaurosira americana,,DIAT,6,6
1661,NISP,NA,valve,12403,NA,Diatoms,valve,Pseudostaurosira brevistriata,,DIAT,533,447
2527,NISP,NA,valve,28007,NA,Diatoms,valve,Pseudostaurosira brevistriata fo. 1,,DIAT,9,9
3618,NISP,NA,valve,49176,NA,Diatoms,valve,Pseudostaurosira brevistriata sensu lato,,DIAT,11,11
1897,NISP,NA,valve,12802,NA,Diatoms,valve,Pseudostaurosira brevistriata var. capitata,,DIAT,3,2
1898,NISP,NA,valve,12803,NA,Diatoms,valve,Pseudostaurosira brevistriata var. inflata,,DIAT,12,12
3197,NISP,NA,valve,38902,NA,Diatoms,valve,Pseudostaurosira brevistriata/Pseudostaurosira sp. 1 NE Lakes,,DIAT,65,63
3569,NISP,NA,valve,45665,NA,Diatoms,valve,Pseudostaurosira cf. brevistriata NLA DB,,DIAT,1,1
2943,NISP,NA,valve,36314,NA,Diatoms,valve,Pseudostaurosira cf. pseudoconstruens NLA BSL,,DIAT,1,1
1968,NISP,NA,valve,12908,NA,Diatoms,valve,Pseudostaurosira clavatum,,DIAT,2,2
2141,NISP,NA,valve,13321,NA,Diatoms,valve,Pseudostaurosira elliptica,,DIAT,12,12
2063,NISP,NA,valve,13120,NA,Diatoms,valve,Pseudostaurosira microstriata,,DIAT,2,2
1967,NISP,NA,valve,12907,NA,Diatoms,valve,Pseudostaurosira neoelliptica,,DIAT,11,11
1973,NISP,NA,valve,12929,NA,Diatoms,valve,Pseudostaurosira parasitica,,DIAT,128,123
1974,NISP,NA,valve,12930,NA,Diatoms,valve,Pseudostaurosira parasitica var. subconstricta,,DIAT,11,11
2071,NISP,NA,valve,13131,NA,Diatoms,valve,Pseudostaurosira polonica,,DIAT,1,1
1662,NISP,NA,valve,12404,NA,Diatoms,valve,Pseudostaurosira pseudoconstruens,,DIAT,62,61
1902,NISP,NA,valve,12807,NA,Diatoms,valve,Pseudostaurosira robusta,,DIAT,14,14
2410,NISP,NA,valve,26999,NA,Diatoms,valve,Pseudostaurosira sp. 1,,DIAT,4,4
3473,NISP,NA,valve,41213,NA,Diatoms,valve,Pseudostaurosira sp. 1 NE Lakes,,DIAT,7,7
2876,NISP,NA,valve,36113,NA,Diatoms,valve,Pseudostaurosira sp. 1 NLS DME,,DIAT,4,4
3198,NISP,NA,valve,38903,NA,Diatoms,valve,Pseudostaurosira sp. 2 NE Lakes,,DIAT,31,31
3199,NISP,NA,valve,38904,NA,Diatoms,valve,Pseudostaurosira sp. 3 NE Lakes,,DIAT,1,1
2031,NISP,NA,valve,13076,NA,Diatoms,valve,Pseudostaurosira subsalina,,DIAT,22,21
2045,NISP,NA,valve,13092,NA,Diatoms,valve,Pseudostaurosira trainorii,,DIAT,38,37
2062,NISP,NA,valve,13118,NA,Diatoms,valve,Pseudostaurosiropsis connecticutensis,,DIAT,7,7
2044,NISP,NA,valve,13091,NA,Diatoms,valve,Pseudostaurosiropsis geocollegarum,,DIAT,28,28
3504,NISP,NA,valve,45453,NA,Diatoms,valve,Pseudostaurosiropsis sp. 1 NAWQA HAGAN,,DIAT,4,4
2877,NISP,NA,valve,36114,NA,Diatoms,valve,Pseudostaurosiropsis sp. 1 NLS EAM,,DIAT,3,3
2765,NISP,NA,valve,32320,NA,Diatoms,valve,Punctastriata mimetica,,DIAT,25,25
2019,NISP,NA,valve,13049,NA,Diatoms,valve,Puncticulata bodanica,Lindavia bondanica,DIAT,10,10
1893,NISP,NA,valve,12798,NA,Diatoms,valve,Puncticulata comta,Lindavia comta,DIAT,1,1
1894,NISP,NA,valve,12799,NA,Diatoms,valve,Puncticulata radiosa,Lindavia radiosa,DIAT,22,22
1459,NISP,NA,valve,12136,NA,Diatoms,valve,Reimeria sinuata,,DIAT,62,60
2695,NISP,NA,valve,30245,NA,Diatoms,valve,Reimeria spp.,,DIAT,1,1
2059,NISP,NA,valve,13114,NA,Diatoms,valve,Reimeria uniseriata,,DIAT,3,3
2394,NISP,NA,valve,26980,NA,Diatoms,valve,Rhaphoneis sp. 1 ?,,DIAT,2,2
1460,NISP,NA,valve,12137,NA,Diatoms,valve,Rhizosolenia eriensis,,DIAT,15,15
1462,NISP,NA,valve,12140,NA,Diatoms,valve,Rhizosolenia sp. 1 ?,,DIAT,16,13
1461,NISP,NA,valve,12139,NA,Diatoms,valve,Rhizosolenia spp.,,DIAT,45,25
1955,NISP,NA,valve,12880,NA,Diatoms,valve,Rhoicosphenia abbreviata,,DIAT,106,101
1463,NISP,NA,valve,12142,NA,Diatoms,valve,Rhoicosphenia curvata,,DIAT,30,30
2878,NISP,NA,valve,36116,NA,Diatoms,valve,Rhoicosphenia spp.,,DIAT,11,11
1468,NISP,NA,valve,12150,NA,Diatoms,valve,Rhopalodia acuminata,,DIAT,6,6
2532,NISP,NA,valve,28015,NA,Diatoms,valve,Rhopalodia aff. gibba,,DIAT,2,2
1467,NISP,NA,valve,12149,NA,Diatoms,valve,Rhopalodia brebissonii,,DIAT,7,7
1464,NISP,NA,valve,12143,NA,Diatoms,valve,Rhopalodia gibba,,DIAT,177,157
3763,percent,NA,valve,12143,NA,Diatoms,valve,Rhopalodia gibba,,DIAT,4,4
3619,NISP,NA,valve,49177,NA,Diatoms,valve,Rhopalodia gibba sensu lato,,DIAT,19,19
1470,NISP,NA,valve,12155,NA,Diatoms,valve,Rhopalodia gibba var. minuta,,DIAT,1,1
1465,NISP,NA,valve,12147,NA,Diatoms,valve,Rhopalodia gibberula,,DIAT,5,5
1466,NISP,NA,valve,12148,NA,Diatoms,valve,Rhopalodia musculus,,DIAT,1,1
1469,NISP,NA,valve,12153,NA,Diatoms,valve,Rhopalodia rupestris,,DIAT,1,1
1471,NISP,NA,valve,12156,NA,Diatoms,valve,Rhopalodia spp.,,DIAT,1,1
3384,NISP,NA,valve,39098,NA,Diatoms,valve,Rossithidium anastasiae,,DIAT,42,40
3570,NISP,NA,valve,45666,NA,Diatoms,valve,Rossithidium cf. pusillum NLA DB,,DIAT,1,1
3580,NISP,NA,valve,45780,NA,Diatoms,valve,Rossithidium duthi,,DIAT,1,1
1886,NISP,NA,valve,12789,NA,Diatoms,valve,Rossithidium linearis,,DIAT,43,42
2102,NISP,NA,valve,13216,NA,Diatoms,valve,Rossithidium nodosum,,DIAT,3,3
1890,NISP,NA,valve,12794,NA,Diatoms,valve,Rossithidium petersennii,,DIAT,14,14
1887,NISP,NA,valve,12790,NA,Diatoms,valve,Rossithidium pusillum,,DIAT,188,141
3034,NISP,NA,valve,37061,NA,Diatoms,valve,Rossithidium spp.,,DIAT,1,1
2149,NISP,NA,valve,13348,NA,Diatoms,valve,Scoliotropis latestriata,,DIAT,1,1
3628,m,NA,field,25382,NA,Aquatic parameters,field,Secchi depth,,WCHM,2,2
3629,m,NA,NA,25382,NA,Aquatic parameters,NA,Secchi depth,,WCHM,1,1
3385,NISP,NA,valve,39099,NA,Diatoms,valve,Sellaphora absoluta,,DIAT,10,10
1717,NISP,NA,valve,12477,NA,Diatoms,valve,Sellaphora americana,,DIAT,9,9
3386,NISP,NA,valve,39100,NA,Diatoms,valve,Sellaphora atomoides,,DIAT,75,70
3387,NISP,NA,valve,39101,NA,Diatoms,valve,Sellaphora auldreekie,,DIAT,41,41
2124,NISP,NA,valve,13270,NA,Diatoms,valve,Sellaphora bacilloides,,DIAT,2,2
1718,NISP,NA,valve,12478,NA,Diatoms,valve,Sellaphora bacillum,,DIAT,22,22
3388,NISP,NA,valve,39102,NA,Diatoms,valve,Sellaphora blackfordensis,,DIAT,30,29
3035,NISP,NA,valve,37066,NA,Diatoms,valve,Sellaphora capitata,,DIAT,32,31
2916,NISP,NA,valve,36245,NA,Diatoms,valve,Sellaphora cf. pupula NLA DB,,DIAT,1,1
3389,NISP,NA,valve,39103,NA,Diatoms,valve,Sellaphora crassulexigua,,DIAT,56,56
2777,NISP,NA,valve,35406,NA,Diatoms,valve,Sellaphora difficillima,,DIAT,5,5
1719,NISP,NA,valve,12479,NA,Diatoms,valve,Sellaphora disjuncta,,DIAT,102,89
3390,NISP,NA,valve,39104,NA,Diatoms,valve,Sellaphora elorantana,,DIAT,26,26
2511,NISP,NA,valve,27957,NA,Diatoms,valve,Sellaphora helensis,,DIAT,4,4
3391,NISP,NA,valve,39105,NA,Diatoms,valve,Sellaphora hohnii,,DIAT,2,2
2025,NISP,NA,valve,13062,NA,Diatoms,valve,Sellaphora hustedtii,,DIAT,8,8
1714,NISP,NA,valve,12474,NA,Diatoms,valve,Sellaphora laevissima,,DIAT,215,197
3422,NISP,NA,valve,39169,NA,Diatoms,valve,"Sellaphora laevissima ""very coarse""",,DIAT,16,16
3423,NISP,NA,valve,39170,NA,Diatoms,valve,"Sellaphora laevissima Î¦ ""very coarse""",,DIAT,1,1
2778,NISP,NA,valve,35407,NA,Diatoms,valve,Sellaphora laticeps,,DIAT,1,1
2451,NISP,NA,valve,27145,NA,Diatoms,valve,Sellaphora medioconvexa,,DIAT,1,1
1720,NISP,NA,valve,12480,NA,Diatoms,valve,Sellaphora mutata,,DIAT,21,21
2074,NISP,NA,valve,13136,NA,Diatoms,valve,Sellaphora parapupula,,DIAT,32,28
2452,NISP,NA,valve,27147,NA,Diatoms,valve,Sellaphora pseudoventralis,,DIAT,67,56
1716,NISP,NA,valve,12476,NA,Diatoms,valve,Sellaphora pupula,,DIAT,389,329
2542,NISP,NA,valve,28028,NA,Diatoms,valve,Sellaphora pupula morph 4,,DIAT,5,5
3620,NISP,NA,valve,49178,NA,Diatoms,valve,Sellaphora pupula sensu lato,,DIAT,19,19
1715,NISP,NA,valve,12475,NA,Diatoms,valve,Sellaphora pupula var. capitata,,DIAT,9,9
3437,NISP,NA,valve,39306,NA,Diatoms,valve,Sellaphora pupula var. elliptica,,DIAT,1,1
2513,NISP,NA,valve,27978,NA,Diatoms,valve,Sellaphora pupula var. pupula,,DIAT,23,23
3392,NISP,NA,valve,39106,NA,Diatoms,valve,Sellaphora raederae,,DIAT,43,43
1721,NISP,NA,valve,12481,NA,Diatoms,valve,Sellaphora rectangularis,,DIAT,8,8
2620,NISP,NA,valve,29656,NA,Diatoms,valve,Sellaphora rugula,,DIAT,7,7
3393,NISP,NA,valve,39107,NA,Diatoms,valve,Sellaphora saugerresii,,DIAT,48,46
2453,NISP,NA,valve,27148,NA,Diatoms,valve,Sellaphora schadei,,DIAT,21,20
1722,NISP,NA,valve,12482,NA,Diatoms,valve,Sellaphora seminulum,,DIAT,166,155
3200,NISP,NA,valve,38905,NA,Diatoms,valve,Sellaphora sp. 1 NE Lakes,,DIAT,2,2
3532,NISP,NA,valve,45628,NA,Diatoms,valve,Sellaphora sp. 1 NLS PJG cf. pupula,,DIAT,1,1
2411,NISP,NA,valve,27000,NA,Diatoms,valve,Sellaphora sp. 1?,,DIAT,7,7
3201,NISP,NA,valve,38906,NA,Diatoms,valve,Sellaphora sp. 10 NE Lakes,,DIAT,1,1
3202,NISP,NA,valve,38907,NA,Diatoms,valve,Sellaphora sp. 11 NE Lakes,,DIAT,7,7
3203,NISP,NA,valve,38908,NA,Diatoms,valve,Sellaphora sp. 12 NE Lakes,,DIAT,1,1
3436,NISP,NA,valve,39305,NA,Diatoms,valve,Sellaphora sp. 128 NLA EWT,,DIAT,1,1
3204,NISP,NA,valve,38909,NA,Diatoms,valve,Sellaphora sp. 13 NE Lakes,,DIAT,1,1
3205,NISP,NA,valve,38910,NA,Diatoms,valve,Sellaphora sp. 14 NE Lakes,,DIAT,2,2
3206,NISP,NA,valve,38911,NA,Diatoms,valve,Sellaphora sp. 15 NE Lakes,,DIAT,4,4
3207,NISP,NA,valve,38912,NA,Diatoms,valve,Sellaphora sp. 16 NE Lakes,,DIAT,2,2
3474,NISP,NA,valve,41214,NA,Diatoms,valve,Sellaphora sp. 17 NE Lakes,,DIAT,1,1
3208,NISP,NA,valve,38913,NA,Diatoms,valve,Sellaphora sp. 18 NE Lakes,,DIAT,1,1
3209,NISP,NA,valve,38914,NA,Diatoms,valve,Sellaphora sp. 19 NE Lakes,,DIAT,3,3
3210,NISP,NA,valve,38915,NA,Diatoms,valve,Sellaphora sp. 2 NE Lakes,,DIAT,6,6
3211,NISP,NA,valve,38916,NA,Diatoms,valve,Sellaphora sp. 20 NE Lakes,,DIAT,7,7
3212,NISP,NA,valve,38917,NA,Diatoms,valve,Sellaphora sp. 21 NE Lakes,,DIAT,1,1
3213,NISP,NA,valve,38918,NA,Diatoms,valve,Sellaphora sp. 23 NE Lakes,,DIAT,2,2
3214,NISP,NA,valve,38919,NA,Diatoms,valve,Sellaphora sp. 25 NE Lakes,,DIAT,9,8
3215,NISP,NA,valve,38920,NA,Diatoms,valve,Sellaphora sp. 26 NE Lakes,,DIAT,1,1
3216,NISP,NA,valve,38921,NA,Diatoms,valve,Sellaphora sp. 27 NE Lakes,,DIAT,1,1
3217,NISP,NA,valve,38922,NA,Diatoms,valve,Sellaphora sp. 28 NE Lakes,,DIAT,1,1
3218,NISP,NA,valve,38923,NA,Diatoms,valve,Sellaphora sp. 29 NE Lakes,,DIAT,1,1
3219,NISP,NA,valve,38924,NA,Diatoms,valve,Sellaphora sp. 3 NE Lakes,,DIAT,14,14
3220,NISP,NA,valve,38927,NA,Diatoms,valve,Sellaphora sp. 30 NE Lakes,,DIAT,3,3
3221,NISP,NA,valve,38928,NA,Diatoms,valve,Sellaphora sp. 31 NE Lakes,,DIAT,1,1
3222,NISP,NA,valve,38929,NA,Diatoms,valve,Sellaphora sp. 32 NE Lakes,,DIAT,2,2
3223,NISP,NA,valve,38930,NA,Diatoms,valve,Sellaphora sp. 33 NE Lakes,,DIAT,1,1
3224,NISP,NA,valve,38931,NA,Diatoms,valve,Sellaphora sp. 34 NE Lakes,,DIAT,1,1
3225,NISP,NA,valve,38932,NA,Diatoms,valve,Sellaphora sp. 35 NE Lakes,,DIAT,1,1
3226,NISP,NA,valve,38933,NA,Diatoms,valve,Sellaphora sp. 37 NE Lakes,,DIAT,1,1
3227,NISP,NA,valve,38934,NA,Diatoms,valve,Sellaphora sp. 38 NE Lakes,,DIAT,3,3
3228,NISP,NA,valve,38935,NA,Diatoms,valve,Sellaphora sp. 39 NE Lakes,,DIAT,2,2
3229,NISP,NA,valve,38936,NA,Diatoms,valve,Sellaphora sp. 4 NE Lakes,,DIAT,11,11
2829,NISP,NA,valve,35977,NA,Diatoms,valve,Sellaphora sp. 4 NLA DB,,DIAT,3,3
3230,NISP,NA,valve,38937,NA,Diatoms,valve,Sellaphora sp. 40 NE Lakes,,DIAT,9,9
3231,NISP,NA,valve,38938,NA,Diatoms,valve,Sellaphora sp. 5 NE Lakes,,DIAT,9,9
3545,NISP,NA,valve,45641,NA,Diatoms,valve,Sellaphora sp. 5 NLA JPK,,DIAT,1,1
3232,NISP,NA,valve,38939,NA,Diatoms,valve,Sellaphora sp. 6 NE Lakes,,DIAT,5,5
3233,NISP,NA,valve,38940,NA,Diatoms,valve,Sellaphora sp. 7 NE Lakes,,DIAT,10,10
3234,NISP,NA,valve,38941,NA,Diatoms,valve,Sellaphora sp. 8 NE Lakes,,DIAT,5,5
3425,NISP,NA,valve,39173,NA,Diatoms,valve,Sellaphora sp.19 SESQA,,DIAT,44,42
1998,NISP,NA,valve,12975,NA,Diatoms,valve,Sellaphora spp.,,DIAT,27,26
3394,NISP,NA,valve,39108,NA,Diatoms,valve,Sellaphora stauroneioides,,DIAT,2,2
2130,NISP,NA,valve,13290,NA,Diatoms,valve,Sellaphora stroemii,,DIAT,1,1
2310,NISP,NA,valve,25126,NA,Diatoms,valve,Sellaphora verecundiae,,DIAT,24,24
3395,NISP,NA,valve,39109,NA,Diatoms,valve,Sellaphora wallacei,,DIAT,3,3
2117,NISP,NA,valve,13255,NA,Diatoms,valve,Semiorbis hemicyclus,,DIAT,142,46
3396,NISP,NA,valve,39110,NA,Diatoms,valve,Semiorbis rotundus,,DIAT,7,7
3823,μg/L,NA,NA,21272,NA,Chemical substance,NA,Silicon dioxide,,IORG,1,1
3639,mg/L,NA,lab,28932,NA,Water chemistry,lab,Silicon ions,,WCHM,1,1
1472,NISP,NA,valve,12157,NA,Diatoms,valve,Simonsenia delognei,,DIAT,4,4
1473,NISP,NA,valve,12158,NA,Diatoms,valve,Skeletonema costatum,,DIAT,1,1
1474,NISP,NA,valve,12159,NA,Diatoms,valve,Skeletonema potamos,,DIAT,1,1
2396,NISP,NA,valve,26982,NA,Diatoms,valve,Skeletonema sp. 1 ?,,DIAT,1,1
3634,mg/L,NA,lab,21268,NA,Water chemistry,lab,Sodium ions,,WCHM,2,2
3817,µS/cm 25°C,NA,field,21269,NA,Aquatic parameters,field,Specific conductance,,WCHM,2,2
3822,μS/cm,NA,NA,21269,NA,Aquatic parameters,NA,Specific conductance,,WCHM,1,1
3834,μmho/cm,NA,NA,21269,NA,Aquatic parameters,NA,Specific conductance,,WCHM,1,1
1899,NISP,NA,valve,12804,NA,Diatoms,valve,Stauroforma exiguiformis,,DIAT,228,207
2556,NISP,NA,valve,28083,NA,Diatoms,valve,Stauroneis (?nov) spec. cf. amphicephala,,DIAT,1,1
1501,NISP,NA,valve,12192,NA,Diatoms,valve,Stauroneis acuta,,DIAT,2,2
1500,NISP,NA,valve,12190,NA,Diatoms,valve,Stauroneis agrestis,,DIAT,7,7
1505,NISP,NA,valve,12201,NA,Diatoms,valve,Stauroneis alpina,,DIAT,2,2
3397,NISP,NA,valve,39111,NA,Diatoms,valve,Stauroneis amphicephala,,DIAT,11,11
1475,NISP,NA,valve,12161,NA,Diatoms,valve,Stauroneis amphioxys,,DIAT,2,2
1476,NISP,NA,valve,12162,NA,Diatoms,valve,Stauroneis anceps,,DIAT,555,291
3764,percent,NA,valve,12162,NA,Diatoms,valve,Stauroneis anceps,,DIAT,6,6
1477,NISP,NA,valve,12163,NA,Diatoms,valve,Stauroneis anceps fo. gracilis,,DIAT,526,189
1507,NISP,NA,valve,12204,NA,Diatoms,valve,"Stauroneis anceps fo. gracilis PLUS vars. 1, 2, and 3",,DIAT,195,13
1478,NISP,NA,valve,12164,NA,Diatoms,valve,Stauroneis anceps fo. linearis,,DIAT,1,1
1495,NISP,NA,valve,12182,NA,Diatoms,valve,Stauroneis anceps var. 1 PIRLA,,DIAT,118,68
1493,NISP,NA,valve,12180,NA,Diatoms,valve,Stauroneis anceps var. 2 PIRLA,,DIAT,78,58
1496,NISP,NA,valve,12183,NA,Diatoms,valve,Stauroneis anceps var. 3 PIRLA,,DIAT,18,15
2680,NISP,NA,valve,29917,NA,Diatoms,valve,Stauroneis anceps var. gracilis,,DIAT,32,26
2717,NISP,NA,valve,30809,NA,Diatoms,valve,Stauroneis anceps var. hyalina,,DIAT,17,14
3454,NISP,NA,valve,41129,NA,Diatoms,valve,Stauroneis angustilancea,,DIAT,1,1
2996,NISP,NA,valve,36421,NA,Diatoms,valve,Stauroneis cf. dubitabilis NLA BSL,,DIAT,1,1
2997,NISP,NA,valve,36422,NA,Diatoms,valve,Stauroneis cf. gracilis NLA JPK,,DIAT,1,1
3571,NISP,NA,valve,45667,NA,Diatoms,valve,Stauroneis cf. siberica NLA DB,,DIAT,1,1
2358,NISP,NA,valve,25323,NA,Diatoms,valve,Stauroneis cf. undata,,DIAT,1,1
3455,NISP,NA,valve,41130,NA,Diatoms,valve,Stauroneis conspicua,,DIAT,1,1
1479,NISP,NA,valve,12165,NA,Diatoms,valve,Stauroneis dilatata,,DIAT,1,1
2150,NISP,NA,valve,13349,NA,Diatoms,valve,Stauroneis dubitabilis,,DIAT,1,1
1480,NISP,NA,valve,12166,NA,Diatoms,valve,Stauroneis fluminea,,DIAT,1,1
2323,NISP,NA,valve,25165,NA,Diatoms,valve,Stauroneis gracilior,,DIAT,33,33
2454,NISP,NA,valve,27152,NA,Diatoms,valve,Stauroneis gracilis,,DIAT,16,16
2229,NISP,NA,valve,24835,NA,Diatoms,valve,Stauroneis gracillima,,DIAT,1,1
3398,NISP,NA,valve,39112,NA,Diatoms,valve,Stauroneis heinii,,DIAT,2,2
2311,NISP,NA,valve,25127,NA,Diatoms,valve,Stauroneis koeltzii,,DIAT,5,5
1482,NISP,NA,valve,12168,NA,Diatoms,valve,Stauroneis kriegeri,,DIAT,40,32
1483,NISP,NA,valve,12169,NA,Diatoms,valve,Stauroneis lapponica,,DIAT,9,4
1484,NISP,NA,valve,12170,NA,Diatoms,valve,Stauroneis livingstonii,,DIAT,278,105
3574,NISP,NA,valve,45670,NA,Diatoms,valve,Stauroneis nebulosa,,DIAT,1,1
2312,NISP,NA,valve,25128,NA,Diatoms,valve,Stauroneis neohyalina,,DIAT,4,4
1504,NISP,NA,valve,12199,NA,Diatoms,valve,Stauroneis nobilis,,DIAT,7,6
1497,NISP,NA,valve,12184,NA,Diatoms,valve,Stauroneis nobilis fo. alabamae,,DIAT,6,6
1485,NISP,NA,valve,12171,NA,Diatoms,valve,Stauroneis nobilis var. baconiana,,DIAT,40,34
1494,NISP,NA,valve,12181,NA,Diatoms,valve,Stauroneis nobilis var. gracilis,,DIAT,130,49
1486,NISP,NA,valve,12172,NA,Diatoms,valve,Stauroneis obtusa,,DIAT,2,1
1487,NISP,NA,valve,12173,NA,Diatoms,valve,Stauroneis phoenicenteron,,DIAT,585,292
3765,percent,NA,valve,12173,NA,Diatoms,valve,Stauroneis phoenicenteron,,DIAT,1,1
1488,NISP,NA,valve,12174,NA,Diatoms,valve,Stauroneis phoenicenteron fo. gracilis,,DIAT,29,27
2766,NISP,NA,valve,32342,NA,Diatoms,valve,Stauroneis pikuni,,DIAT,1,1
1489,NISP,NA,valve,12175,NA,Diatoms,valve,Stauroneis producta,,DIAT,4,4
1506,NISP,NA,valve,12203,NA,Diatoms,valve,Stauroneis prominula,,DIAT,1,1
3456,NISP,NA,valve,41131,NA,Diatoms,valve,Stauroneis rex,,DIAT,6,6
2135,NISP,NA,valve,13301,NA,Diatoms,valve,Stauroneis siberica,,DIAT,3,3
1481,NISP,NA,valve,12167,NA,Diatoms,valve,Stauroneis smithii,,DIAT,71,60
2313,NISP,NA,valve,25129,NA,Diatoms,valve,Stauroneis smithii var. borgei,,DIAT,9,9
1490,NISP,NA,valve,12176,NA,Diatoms,valve,Stauroneis smithii var. incisa,,DIAT,3,3
1499,NISP,NA,valve,12188,NA,Diatoms,valve,Stauroneis smithii var. sagitta,,DIAT,1,1
2472,NISP,NA,valve,27177,NA,Diatoms,valve,Stauroneis sp.,,DIAT,4,3
3235,NISP,NA,valve,38942,NA,Diatoms,valve,Stauroneis sp. 1 NE Lakes,,DIAT,3,3
3019,NISP,NA,valve,36445,NA,Diatoms,valve,Stauroneis sp. 1 NLS GDL cf. stodderi,,DIAT,1,1
1509,NISP,NA,valve,12206,NA,Diatoms,valve,Stauroneis sp. 1?,,DIAT,46,39
1510,NISP,NA,valve,12207,NA,Diatoms,valve,Stauroneis sp. 2?,,DIAT,10,9
3236,NISP,NA,valve,38943,NA,Diatoms,valve,Stauroneis sp. 3 NE Lakes,,DIAT,1,1
1511,NISP,NA,valve,12208,NA,Diatoms,valve,Stauroneis sp. 3?,,DIAT,3,3
3237,NISP,NA,valve,38944,NA,Diatoms,valve,Stauroneis sp. 6 NE Lakes,,DIAT,4,4
3584,NISP,NA,valve,45872,NA,Diatoms,valve,Stauroneis sp. 6 SAVANNAH EAM,,DIAT,1,1
3020,NISP,NA,valve,36446,NA,Diatoms,valve,Stauroneis sp. 8 NAWQA DW,,DIAT,6,6
1508,NISP,NA,valve,12205,NA,Diatoms,valve,Stauroneis spp.,,DIAT,49,40
1491,NISP,NA,valve,12177,NA,Diatoms,valve,Stauroneis staurolineata,,DIAT,33,24
1492,NISP,NA,valve,12178,NA,Diatoms,valve,Stauroneis stodderi,,DIAT,39,28
2476,NISP,NA,valve,27181,NA,Diatoms,valve,Stauroneis subborealis,,DIAT,1,1
1839,NISP,NA,valve,12669,NA,Diatoms,valve,Stauroneis subgracilis,,DIAT,2,2
2599,NISP,NA,valve,28728,NA,Diatoms,valve,Stauroneis supergracilis,,DIAT,1,1
1503,NISP,NA,valve,12196,NA,Diatoms,valve,Stauroneis tackei,,DIAT,2,2
